"","inventory_date","inventory_start_time","plot_key","initials_of_nearest_road","new_plot_key","crew","area_of_ranch","short_description_of_treament","any_other_description_of_treatment","treatment_year","weather","inventory_end_time","x","y","what_is_the_percent_slope_nearest_integer","are_there_trees_present","are_there_seedlings_present","are_there_saplings_present","any_notes_about_site","alive_or_dead","crown_height_m","crown_light_exposure","crown_position","dbh_cm_tree","epicormic_growth_present","percent_dieback","total_height_m_tree","tree_species","what_if_any_disease_damage_present","size_class","dbh_cm_sapling","total_height_m_sapling","number_of_seedlings","browse_count","other_count","sprucebudworm_count","mechanicaldamage_count","defoliation_count","aspenbud_count","galls_count","douglasfiradelgid_count","browse_presence","insect_presence","other_damage_presence","no_damage_presence"
"387","6/15/2023 6:00:00 PM","09:44","145","BL","FM_BL_145_2023","JC,RM,TM","Baldies","UNKNOWN","",2021,"sunny","09:44",-105.274760658019,37.339144432952,36,"Yes","Yes","Yes","In a skid ","living",7.9,5,2,30,"No",10,14.8,"PSME","sprucebudworm","tree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","1","0","0"
"388","6/15/2023 6:00:00 PM","09:44","145","BL","FM_BL_145_2023","JC,RM,TM","Baldies","UNKNOWN","",2021,"sunny","09:44",-105.274760658019,37.339144432952,36,"Yes","Yes","Yes","In a skid ","living",5.7,5,3,20.5,"Yes",10,8.7,"PSME","sprucebudworm","tree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","1","0","0"
"389","6/15/2023 6:00:00 PM","09:44","145","BL","FM_BL_145_2023","JC,RM,TM","Baldies","UNKNOWN","",2021,"sunny","09:44",-105.274760658019,37.339144432952,36,"Yes","Yes","Yes","In a skid ","dead",NA,NA,NA,17,"",NA,8.6,"POTR","browse,canker,mechanicaldamage","tree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","0","1","0"
"390","6/15/2023 6:00:00 PM","09:44","145","BL","FM_BL_145_2023","JC,RM,TM","Baldies","UNKNOWN","",2021,"sunny","09:44",-105.274760658019,37.339144432952,36,"Yes","Yes","Yes","In a skid ","living",5.5,4,3,18.5,"Yes",5,6.5,"PSME","canker,barkbeetle,galls","tree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","1","0","0"
"391","6/15/2023 6:00:00 PM","09:44","145","BL","FM_BL_145_2023","JC,RM,TM","Baldies","UNKNOWN","",2021,"sunny","09:44",-105.274760658019,37.339144432952,36,"Yes","Yes","Yes","In a skid ","living",3.4,5,2,21,"No",5,9.2,"POTR","mechanicaldamage,canker,browse","tree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","0","1","0"
"392","6/15/2023 6:00:00 PM","10:53","151","WTC","FM_WTC_151_2023","JC,RM,TM","Baldies","UNKNOWN","",2021,"sunny","10:53",-105.266487887227,37.3394895159056,36,"Yes","Yes","No","In skid","living",10.3,4,2,30.5,"Yes",5,12.7,"PSME","none","tree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","1"
"393","6/15/2023 6:00:00 PM","10:53","151","WTC","FM_WTC_151_2023","JC,RM,TM","Baldies","UNKNOWN","",2021,"sunny","10:53",-105.266487887227,37.3394895159056,36,"Yes","Yes","No","In skid","living",5.4,4,3,12.5,"No",15,7.6,"PIPO","none","tree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","1"
"394","6/15/2023 6:00:00 PM","10:53","151","WTC","FM_WTC_151_2023","JC,RM,TM","Baldies","UNKNOWN","",2021,"sunny","10:53",-105.266487887227,37.3394895159056,36,"Yes","Yes","No","In skid","living",10.5,5,2,48.5,"No",35,16,"PIPO","none","tree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","1"
"395","6/15/2023 6:00:00 PM","10:53","151","WTC","FM_WTC_151_2023","JC,RM,TM","Baldies","UNKNOWN","",2021,"sunny","10:53",-105.266487887227,37.3394895159056,36,"Yes","Yes","No","In skid","living",3.7,5,4,21,"No",10,9.2,"PIPO","none","tree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","1"
"396","6/15/2023 6:00:00 PM","10:53","151","WTC","FM_WTC_151_2023","JC,RM,TM","Baldies","UNKNOWN","",2021,"sunny","10:53",-105.266487887227,37.3394895159056,36,"Yes","Yes","No","In skid","living",3.4,5,4,15,"No",10,10.2,"PIPO","none","tree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","1"
"397","6/15/2023 6:00:00 PM","10:53","151","WTC","FM_WTC_151_2023","JC,RM,TM","Baldies","UNKNOWN","",2021,"sunny","10:53",-105.266487887227,37.3394895159056,36,"Yes","Yes","No","In skid","living",6.9,5,4,22.5,"No",15,11.1,"PIPO","none","tree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","1"
"398","6/15/2023 6:00:00 PM","10:53","151","WTC","FM_WTC_151_2023","JC,RM,TM","Baldies","UNKNOWN","",2021,"sunny","10:53",-105.266487887227,37.3394895159056,36,"Yes","Yes","No","In skid","living",12.5,5,4,47.5,"No",15,18.1,"PIPO","none","tree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","1"
"399","6/15/2023 6:00:00 PM","10:53","151","WTC","FM_WTC_151_2023","JC,RM,TM","Baldies","UNKNOWN","",2021,"sunny","10:53",-105.266487887227,37.3394895159056,36,"Yes","Yes","No","In skid","living",8.7,5,4,18,"No",20,10.5,"PSME","none","tree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","1"
"400","6/15/2023 6:00:00 PM","13:19","149","WTC","FM_WTC_149_2023","JC,RM,TM","Baldies","UNKNOWN","",2021,"partly_cloudy","13:19",-105.27109977799,37.3392803455119,NA,"Yes","Yes","Yes","","living",12.6,5,2,30.5,"No",5,15,"PSME","canker","tree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","1","0"
"401","6/15/2023 6:00:00 PM","13:19","149","WTC","FM_WTC_149_2023","JC,RM,TM","Baldies","UNKNOWN","",2021,"partly_cloudy","13:19",-105.27109977799,37.3392803455119,NA,"Yes","Yes","Yes","","living",5,5,2,27.5,"No",10,14.1,"POTR","browse,canker,mechanicaldamage","tree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","0","1","0"
"402","6/15/2023 6:00:00 PM","13:19","149","WTC","FM_WTC_149_2023","JC,RM,TM","Baldies","UNKNOWN","",2021,"partly_cloudy","13:19",-105.27109977799,37.3392803455119,NA,"Yes","Yes","Yes","","living",2.1,2,3,10.5,"Yes",5,3.4,"ABCO","mechanicaldamage,canker","tree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","1","0"
"403","6/15/2023 6:00:00 PM","13:19","149","WTC","FM_WTC_149_2023","JC,RM,TM","Baldies","UNKNOWN","",2021,"partly_cloudy","13:19",-105.27109977799,37.3392803455119,NA,"Yes","Yes","Yes","","dead",NA,NA,NA,12.5,"",NA,4,"PSME","mechanicaldamage","tree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","1","0"
"404","6/15/2023 6:00:00 PM","13:19","149","WTC","FM_WTC_149_2023","JC,RM,TM","Baldies","UNKNOWN","",2021,"partly_cloudy","13:19",-105.27109977799,37.3392803455119,NA,"Yes","Yes","Yes","","living",2.6,2,3,10.5,"No",5,3.9,"PSME","canker","tree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","1","0"
"405","6/15/2023 6:00:00 PM","13:19","149","WTC","FM_WTC_149_2023","JC,RM,TM","Baldies","UNKNOWN","",2021,"partly_cloudy","13:19",-105.27109977799,37.3392803455119,NA,"Yes","Yes","Yes","","living",6.1,5,2,20.5,"No",10,11.3,"PSME","none","tree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","1"
"406","6/15/2023 6:00:00 PM","13:19","149","WTC","FM_WTC_149_2023","JC,RM,TM","Baldies","UNKNOWN","",2021,"partly_cloudy","13:19",-105.27109977799,37.3392803455119,NA,"Yes","Yes","Yes","","living",5,4,3,13,"No",15,9.3,"POTR","mechanicaldamage,canker","tree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","1","0"
"407","6/15/2023 6:00:00 PM","13:19","149","WTC","FM_WTC_149_2023","JC,RM,TM","Baldies","UNKNOWN","",2021,"partly_cloudy","13:19",-105.27109977799,37.3392803455119,NA,"Yes","Yes","Yes","","living",6.5,5,2,31,"No",5,13,"POTR","mechanicaldamage,canker,Woodpecker","tree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","1","0"
"408","6/15/2023 6:00:00 PM","13:19","149","WTC","FM_WTC_149_2023","JC,RM,TM","Baldies","UNKNOWN","",2021,"partly_cloudy","13:19",-105.27109977799,37.3392803455119,NA,"Yes","Yes","Yes","","living",9.3,5,2,30,"No",10,15.5,"PSME","none","tree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","1"
"409","6/15/2023 6:00:00 PM","13:19","149","WTC","FM_WTC_149_2023","JC,RM,TM","Baldies","UNKNOWN","",2021,"partly_cloudy","13:19",-105.27109977799,37.3392803455119,NA,"Yes","Yes","Yes","","living",5.8,3,3,15,"Yes",10,8.5,"PSME","canker,galls","tree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","1","0"
"410","6/15/2023 6:00:00 PM","13:19","149","WTC","FM_WTC_149_2023","JC,RM,TM","Baldies","UNKNOWN","",2021,"partly_cloudy","13:19",-105.27109977799,37.3392803455119,NA,"Yes","Yes","Yes","","living",5.2,4,2,21,"No",10,13.6,"POTR","mechanicaldamage,canker,browse","tree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","0","1","0"
"411","6/15/2023 6:00:00 PM","13:19","149","WTC","FM_WTC_149_2023","JC,RM,TM","Baldies","UNKNOWN","",2021,"partly_cloudy","13:19",-105.27109977799,37.3392803455119,NA,"Yes","Yes","Yes","","living",2,4,2,27.5,"No",15,11.1,"PSME","none","tree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","1"
"412","6/15/2023 6:00:00 PM","13:19","149","WTC","FM_WTC_149_2023","JC,RM,TM","Baldies","UNKNOWN","",2021,"partly_cloudy","13:19",-105.27109977799,37.3392803455119,NA,"Yes","Yes","Yes","","dead",NA,NA,NA,19.5,"",NA,10,"PSME","Woodpeckers","tree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","1","0"
"413","6/15/2023 6:00:00 PM","13:19","149","WTC","FM_WTC_149_2023","JC,RM,TM","Baldies","UNKNOWN","",2021,"partly_cloudy","13:19",-105.27109977799,37.3392803455119,NA,"Yes","Yes","Yes","","living",6,2,3,21,"No",10,7.5,"PSME","none","tree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","1"
"414","6/15/2023 6:00:00 PM","13:19","149","WTC","FM_WTC_149_2023","JC,RM,TM","Baldies","UNKNOWN","",2021,"partly_cloudy","13:19",-105.27109977799,37.3392803455119,NA,"Yes","Yes","Yes","","living",4.4,5,2,22.5,"No",5,7,"POTR","browse,mechanicaldamage","tree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","0","1","0"
"415","6/15/2023 6:00:00 PM","13:19","149","WTC","FM_WTC_149_2023","JC,RM,TM","Baldies","UNKNOWN","",2021,"partly_cloudy","13:19",-105.27109977799,37.3392803455119,NA,"Yes","Yes","Yes","","living",8.4,4,2,27.5,"Yes",10,13.3,"PSME","none","tree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","1"
"416","6/15/2023 6:00:00 PM","13:19","149","WTC","FM_WTC_149_2023","JC,RM,TM","Baldies","UNKNOWN","",2021,"partly_cloudy","13:19",-105.27109977799,37.3392803455119,NA,"Yes","Yes","Yes","","living",5.2,3,2,19,"No",0,11,"POTR","browse","tree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","0","1","0"
"417","6/15/2023 6:00:00 PM","13:19","149","WTC","FM_WTC_149_2023","JC,RM,TM","Baldies","UNKNOWN","",2021,"partly_cloudy","13:19",-105.27109977799,37.3392803455119,NA,"Yes","Yes","Yes","","living",2.3,4,2,20.5,"No",15,10.7,"POTR","browse,canker,Fungus","tree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","0","1","0"
"418","6/15/2023 6:00:00 PM","13:19","149","WTC","FM_WTC_149_2023","JC,RM,TM","Baldies","UNKNOWN","",2021,"partly_cloudy","13:19",-105.27109977799,37.3392803455119,NA,"Yes","Yes","Yes","","living",4.6,4,3,11,"Yes",5,7.6,"PSME","canker,mechanicaldamage","tree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","1","0"
"419","6/15/2023 6:00:00 PM","13:19","149","WTC","FM_WTC_149_2023","JC,RM,TM","Baldies","UNKNOWN","",2021,"partly_cloudy","13:19",-105.27109977799,37.3392803455119,NA,"Yes","Yes","Yes","","living",3.4,4,3,12,"No",5,4.1,"ABCO","none","tree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","1"
"420","6/15/2023 6:00:00 PM","12:24","150","WTC","FM_WTC_150_2023","JC,RM,TM","Baldies","UNKNOWN","",2018,"partly_cloudy","12:24",-105.269605284655,37.3406894691636,26,"Yes","Yes","No","In skid","living",7,5,2,20.5,"No",5,10.2,"PSME","none","tree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","1"
"421","6/15/2023 6:00:00 PM","12:24","150","WTC","FM_WTC_150_2023","JC,RM,TM","Baldies","UNKNOWN","",2018,"partly_cloudy","12:24",-105.269605284655,37.3406894691636,26,"Yes","Yes","No","In skid","living",5.3,5,2,21.5,"No",15,11.1,"PSME","none","tree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","1"
"422","6/15/2023 6:00:00 PM","12:24","150","WTC","FM_WTC_150_2023","JC,RM,TM","Baldies","UNKNOWN","",2018,"partly_cloudy","12:24",-105.269605284655,37.3406894691636,26,"Yes","Yes","No","In skid","living",8.6,5,2,28,"No",5,12.7,"PSME","none","tree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","1"
"423","6/15/2023 6:00:00 PM","12:24","150","WTC","FM_WTC_150_2023","JC,RM,TM","Baldies","UNKNOWN","",2018,"partly_cloudy","12:24",-105.269605284655,37.3406894691636,26,"Yes","Yes","No","In skid","living",8.8,5,2,28.5,"No",25,14.5,"PSME","canker","tree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","1","0"
"424","6/15/2023 6:00:00 PM","12:24","150","WTC","FM_WTC_150_2023","JC,RM,TM","Baldies","UNKNOWN","",2018,"partly_cloudy","12:24",-105.269605284655,37.3406894691636,26,"Yes","Yes","No","In skid","living",7.6,5,2,26.5,"No",15,11,"PSME","none","tree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","1"
"425","6/15/2023 6:00:00 PM","12:24","150","WTC","FM_WTC_150_2023","JC,RM,TM","Baldies","UNKNOWN","",2018,"partly_cloudy","12:24",-105.269605284655,37.3406894691636,26,"Yes","Yes","No","In skid","dead",NA,NA,NA,20,"",NA,11.9,"POTR","mechanicaldamage,browse,canker","tree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","0","1","0"
"426","6/15/2023 6:00:00 PM","12:24","150","WTC","FM_WTC_150_2023","JC,RM,TM","Baldies","UNKNOWN","",2018,"partly_cloudy","12:24",-105.269605284655,37.3406894691636,26,"Yes","Yes","No","In skid","living",3.6,5,2,24.5,"No",10,12.7,"POTR","browse,mechanicaldamage,canker","tree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","0","1","0"
"427","6/15/2023 6:00:00 PM","12:24","150","WTC","FM_WTC_150_2023","JC,RM,TM","Baldies","UNKNOWN","",2018,"partly_cloudy","12:24",-105.269605284655,37.3406894691636,26,"Yes","Yes","No","In skid","living",3.1,5,2,27.5,"No",10,13.5,"POTR","browse,mechanicaldamage","tree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","0","1","0"
"428","6/15/2023 6:00:00 PM","12:24","150","WTC","FM_WTC_150_2023","JC,RM,TM","Baldies","UNKNOWN","",2018,"partly_cloudy","12:24",-105.269605284655,37.3406894691636,26,"Yes","Yes","No","In skid","living",7.6,4,2,29.5,"No",20,13.1,"PSME","none","tree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","1"
"429","6/15/2023 6:00:00 PM","12:24","150","WTC","FM_WTC_150_2023","JC,RM,TM","Baldies","UNKNOWN","",2018,"partly_cloudy","12:24",-105.269605284655,37.3406894691636,26,"Yes","Yes","No","In skid","living",6.5,4,2,25.5,"No",15,14.9,"POTR","browse,mechanicaldamage","tree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","0","1","0"
"430","6/15/2023 6:00:00 PM","12:24","150","WTC","FM_WTC_150_2023","JC,RM,TM","Baldies","UNKNOWN","",2018,"partly_cloudy","12:24",-105.269605284655,37.3406894691636,26,"Yes","Yes","No","In skid","living",11.3,5,2,32,"Yes",15,16.3,"PSME","none","tree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","1"
"431","6/15/2023 6:00:00 PM","12:24","150","WTC","FM_WTC_150_2023","JC,RM,TM","Baldies","UNKNOWN","",2018,"partly_cloudy","12:24",-105.269605284655,37.3406894691636,26,"Yes","Yes","No","In skid","living",8.7,5,2,27.5,"No",20,12.6,"PSME","canker,sapsucker,galls","tree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","1","0"
"432","6/15/2023 6:00:00 PM","12:24","150","WTC","FM_WTC_150_2023","JC,RM,TM","Baldies","UNKNOWN","",2018,"partly_cloudy","12:24",-105.269605284655,37.3406894691636,26,"Yes","Yes","No","In skid","living",5.7,5,2,23.5,"Yes",15,11.1,"PSME","mechanicaldamage,canker","tree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","1","0"
"433","6/15/2023 6:00:00 PM","12:24","150","WTC","FM_WTC_150_2023","JC,RM,TM","Baldies","UNKNOWN","",2018,"partly_cloudy","12:24",-105.269605284655,37.3406894691636,26,"Yes","Yes","No","In skid","living",9.6,5,2,33,"No",15,16,"PSME","none","tree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","1"
"434","6/15/2023 6:00:00 PM","12:24","150","WTC","FM_WTC_150_2023","JC,RM,TM","Baldies","UNKNOWN","",2018,"partly_cloudy","12:24",-105.269605284655,37.3406894691636,26,"Yes","Yes","No","In skid","dead",NA,NA,NA,23.5,"",NA,8.9,"POTR","canker,mechanicaldamage,browse","tree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","0","1","0"
"435","6/15/2023 6:00:00 PM","12:24","150","WTC","FM_WTC_150_2023","JC,RM,TM","Baldies","UNKNOWN","",2018,"partly_cloudy","12:24",-105.269605284655,37.3406894691636,26,"Yes","Yes","No","In skid","living",8.4,5,2,25,"No",20,15.3,"PSME","none","tree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","1"
"436","6/15/2023 6:00:00 PM","12:24","150","WTC","FM_WTC_150_2023","JC,RM,TM","Baldies","UNKNOWN","",2018,"partly_cloudy","12:24",-105.269605284655,37.3406894691636,26,"Yes","Yes","No","In skid","living",7.5,5,2,23,"Yes",10,12.3,"PSME","none","tree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","1"
"437","6/15/2023 6:00:00 PM","12:24","150","WTC","FM_WTC_150_2023","JC,RM,TM","Baldies","UNKNOWN","",2018,"partly_cloudy","12:24",-105.269605284655,37.3406894691636,26,"Yes","Yes","No","In skid","living",7.1,5,2,30,"No",10,14.8,"PSME","none","tree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","1"
"438","6/16/2023 6:00:00 PM","09:13","100","TTCS","FM_TTCS_100_2023","JC,RM,TM","Cat_Springs","UNKNOWN","",2018,"sunny","09:13",-105.3038514779,37.4187664362019,45,"Yes","Yes","Yes","In a skid","living",5.8,5,2,17,"Yes",10,8,"PSME","sprucebudworm","tree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","1","0","0"
"439","6/16/2023 6:00:00 PM","09:13","100","TTCS","FM_TTCS_100_2023","JC,RM,TM","Cat_Springs","UNKNOWN","",2018,"sunny","09:13",-105.3038514779,37.4187664362019,45,"Yes","Yes","Yes","In a skid","living",5,4,2,16.5,"No",10,6.9,"PSME","canker,mechanicaldamage","tree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","1","0"
"440","6/16/2023 6:00:00 PM","09:13","100","TTCS","FM_TTCS_100_2023","JC,RM,TM","Cat_Springs","UNKNOWN","",2018,"sunny","09:13",-105.3038514779,37.4187664362019,45,"Yes","Yes","Yes","In a skid","living",4.7,4,2,13.5,"Yes",5,6.8,"PSME","canker","tree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","1","0"
"441","6/16/2023 6:00:00 PM","09:13","100","TTCS","FM_TTCS_100_2023","JC,RM,TM","Cat_Springs","UNKNOWN","",2018,"sunny","09:13",-105.3038514779,37.4187664362019,45,"Yes","Yes","Yes","In a skid","living",4.9,4,2,13.5,"Yes",15,7,"PSME","canker","tree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","1","0"
"442","6/16/2023 6:00:00 PM","09:13","100","TTCS","FM_TTCS_100_2023","JC,RM,TM","Cat_Springs","UNKNOWN","",2018,"sunny","09:13",-105.3038514779,37.4187664362019,45,"Yes","Yes","Yes","In a skid","living",6,5,2,17.5,"Yes",15,8.3,"PSME","mechanicaldamage","tree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","1","0"
"443","6/16/2023 6:00:00 PM","09:13","100","TTCS","FM_TTCS_100_2023","JC,RM,TM","Cat_Springs","UNKNOWN","",2018,"sunny","09:13",-105.3038514779,37.4187664362019,45,"Yes","Yes","Yes","In a skid","living",8.2,5,2,23.5,"No",10,11.3,"PSME","none","tree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","1"
"444","6/16/2023 6:00:00 PM","09:13","100","TTCS","FM_TTCS_100_2023","JC,RM,TM","Cat_Springs","UNKNOWN","",2018,"sunny","09:13",-105.3038514779,37.4187664362019,45,"Yes","Yes","Yes","In a skid","living",3.8,4,2,14,"Yes",10,6.6,"PSME","canker","tree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","1","0"
"445","6/16/2023 6:00:00 PM","09:13","100","TTCS","FM_TTCS_100_2023","JC,RM,TM","Cat_Springs","UNKNOWN","",2018,"sunny","09:13",-105.3038514779,37.4187664362019,45,"Yes","Yes","Yes","In a skid","living",3.5,3,2,13.5,"Yes",20,5.7,"PSME","none","tree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","1"
"446","6/16/2023 6:00:00 PM","09:13","100","TTCS","FM_TTCS_100_2023","JC,RM,TM","Cat_Springs","UNKNOWN","",2018,"sunny","09:13",-105.3038514779,37.4187664362019,45,"Yes","Yes","Yes","In a skid","living",5.4,5,2,15,"Yes",5,7.6,"PSME","mechanicaldamage,canker","tree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","1","0"
"447","6/16/2023 6:00:00 PM","09:13","100","TTCS","FM_TTCS_100_2023","JC,RM,TM","Cat_Springs","UNKNOWN","",2018,"sunny","09:13",-105.3038514779,37.4187664362019,45,"Yes","Yes","Yes","In a skid","living",3.2,4,3,13,"Yes",5,5.1,"PSME","mechanicaldamage,canker,Fungus","tree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","1","0"
"448","6/16/2023 6:00:00 PM","09:13","100","TTCS","FM_TTCS_100_2023","JC,RM,TM","Cat_Springs","UNKNOWN","",2018,"sunny","09:13",-105.3038514779,37.4187664362019,45,"Yes","Yes","Yes","In a skid","living",8.9,5,2,28.5,"No",5,11.3,"PSME","mechanicaldamage","tree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","1","0"
"449","6/16/2023 6:00:00 PM","09:13","100","TTCS","FM_TTCS_100_2023","JC,RM,TM","Cat_Springs","UNKNOWN","",2018,"sunny","09:13",-105.3038514779,37.4187664362019,45,"Yes","Yes","Yes","In a skid","living",4.3,2,3,12,"Yes",10,6.2,"PSME","none","tree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","1"
"450","6/16/2023 6:00:00 PM","09:13","100","TTCS","FM_TTCS_100_2023","JC,RM,TM","Cat_Springs","UNKNOWN","",2018,"sunny","09:13",-105.3038514779,37.4187664362019,45,"Yes","Yes","Yes","In a skid","living",5.7,3,3,15,"Yes",10,7.2,"PSME","none","tree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","1"
"451","6/16/2023 6:00:00 PM","09:13","100","TTCS","FM_TTCS_100_2023","JC,RM,TM","Cat_Springs","UNKNOWN","",2018,"sunny","09:13",-105.3038514779,37.4187664362019,45,"Yes","Yes","Yes","In a skid","living",6.1,5,2,17.5,"Yes",5,8,"PSME","mechanicaldamage","tree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","1","0"
"452","6/16/2023 6:00:00 PM","09:13","100","TTCS","FM_TTCS_100_2023","JC,RM,TM","Cat_Springs","UNKNOWN","",2018,"sunny","09:13",-105.3038514779,37.4187664362019,45,"Yes","Yes","Yes","In a skid","living",5.5,5,2,12,"Yes",10,7.2,"PSME","canker,mechanicaldamage","tree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","1","0"
"453","6/16/2023 6:00:00 PM","09:13","100","TTCS","FM_TTCS_100_2023","JC,RM,TM","Cat_Springs","UNKNOWN","",2018,"sunny","09:13",-105.3038514779,37.4187664362019,45,"Yes","Yes","Yes","In a skid","living",5.3,4,3,11,"Yes",10,7.6,"PSME","canker","tree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","1","0"
"454","6/16/2023 6:00:00 PM","09:13","100","TTCS","FM_TTCS_100_2023","JC,RM,TM","Cat_Springs","UNKNOWN","",2018,"sunny","09:13",-105.3038514779,37.4187664362019,45,"Yes","Yes","Yes","In a skid","living",4,3,3,14,"Yes",10,6.4,"PSME","mechanicaldamage","tree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","1","0"
"455","6/16/2023 6:00:00 PM","09:13","100","TTCS","FM_TTCS_100_2023","JC,RM,TM","Cat_Springs","UNKNOWN","",2018,"sunny","09:13",-105.3038514779,37.4187664362019,45,"Yes","Yes","Yes","In a skid","living",5.3,4,2,16,"Yes",10,6.9,"PSME","canker","tree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","1","0"
"456","6/16/2023 6:00:00 PM","09:13","100","TTCS","FM_TTCS_100_2023","JC,RM,TM","Cat_Springs","UNKNOWN","",2018,"sunny","09:13",-105.3038514779,37.4187664362019,45,"Yes","Yes","Yes","In a skid","living",5.2,4,2,15,"Yes",15,7,"PSME","none","tree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","1"
