"row_id","year","day","month","crew","crew_size","start_time","end_time","minutes","person_minutes","area","plot","road_initials","point_num","treatment_type_short","treatment_type_long","treatment_year","weather","slope","lat","long","tree_id","species","living_dead","dbh","total_height_m","crown_height_m","live_crown_ratio","crown_dieback_percent","insect_disease","browsing_damage","light_exposure","crown_position","notes"
432,2022,1,7,"HA, TM",2,1230,"1330",60,120,"Baldies","FM_LS_131","LS",131,"SHELTERWOOD","SHELTERWOOOD",2020,"CLOUDY","29.5",37.351688,105.302535,27,"PSME","L",28,12.7,3.9,NA,20,"Y","N",3,2,"plot within untreated gully"
433,2022,1,7,"HA, TM",2,1230,"1330",60,120,"Baldies","FM_LS_131","LS",131,"SHELTERWOOD","SHELTERWOOOD",2020,"CLOUDY","29.5",37.351688,105.302535,28,"PSME","L",19,11.3,3.2,NA,50,"Y","N",1,3,"plot within untreated gully"
434,2022,1,7,"HA, TM",2,1230,"1330",60,120,"Baldies","FM_LS_131","LS",131,"SHELTERWOOD","SHELTERWOOOD",2020,"CLOUDY","29.5",37.351688,105.302535,29,"PSME","L",16,9.2,4.1,NA,20,"Y","Y",2,3,"plot within untreated gully"
435,2022,1,7,"HA, TM",2,1230,"1330",60,120,"Baldies","FM_LS_131","LS",131,"SHELTERWOOD","SHELTERWOOOD",2020,"CLOUDY","29.5",37.351688,105.302535,30,"PSME","L",33,15.6,6.9,NA,30,"Y","N",5,2,"plot within untreated gully"
436,2022,1,7,"HA, TM",2,1230,"1330",60,120,"Baldies","FM_LS_131","LS",131,"SHELTERWOOD","SHELTERWOOOD",2020,"CLOUDY","29.5",37.351688,105.302535,31,"PSME","D",18,7.7,NA,NA,NA,"Y","Y",NA,NA,"plot within untreated gully"
437,2022,1,7,"HA, TM",2,1230,"1330",60,120,"Baldies","FM_LS_131","LS",131,"SHELTERWOOD","SHELTERWOOOD",2020,"CLOUDY","29.5",37.351688,105.302535,32,"PSME","L",16,8.7,3.4,NA,90,"Y","N",3,3,"plot within untreated gully"
438,2022,1,7,"HA, TM",2,1230,"1330",60,120,"Baldies","FM_LS_131","LS",131,"SHELTERWOOD","SHELTERWOOOD",2020,"CLOUDY","29.5",37.351688,105.302535,33,"PSME","L",20,12.6,4,NA,40,"Y","N",2,2,"plot within untreated gully"
439,2022,1,7,"HA, TM",2,1230,"1330",60,120,"Baldies","FM_LS_131","LS",131,"SHELTERWOOD","SHELTERWOOOD",2020,"CLOUDY","29.5",37.351688,105.302535,34,"PSME","L",26,11,5.2,NA,40,"Y","Y",3,2,"plot within untreated gully"
440,2022,1,7,"HA, TM",2,1230,"1330",60,120,"Baldies","FM_LS_131","LS",131,"SHELTERWOOD","SHELTERWOOOD",2020,"CLOUDY","29.5",37.351688,105.302535,35,"PSME","L",39,16,9,NA,40,"Y","Y",3,2,"plot within untreated gully"
441,2022,1,7,"HA, TM",2,1230,"1330",60,120,"Baldies","FM_LS_131","LS",131,"SHELTERWOOD","SHELTERWOOOD",2020,"CLOUDY","29.5",37.351688,105.302535,36,"ABCO","L",19,6.3,3.9,NA,10,"Y","N",2,3,"plot within untreated gully, budworm"
442,2022,1,7,"HA, TM",2,1230,"1330",60,120,"Baldies","FM_LS_131","LS",131,"SHELTERWOOD","SHELTERWOOOD",2020,"CLOUDY","29.5",37.351688,105.302535,37,"PSME","D",14,7.2,NA,NA,NA,"Y","N",NA,NA,"plot within untreated gully"
443,2022,1,7,"HA, TM",2,1230,"1330",60,120,"Baldies","FM_LS_131","LS",131,"SHELTERWOOD","SHELTERWOOOD",2020,"CLOUDY","29.5",37.351688,105.302535,38,"PSME","L",15,9.1,4.2,NA,30,"Y","N",3,3,"plot within untreated gully"
444,2022,1,7,"HA, TM",2,1230,"1330",60,120,"Baldies","FM_LS_131","LS",131,"SHELTERWOOD","SHELTERWOOOD",2020,"CLOUDY","29.5",37.351688,105.302535,39,"PSME","L",19,9.4,5.5,NA,15,"Y","N",5,2,"plot within untreated gully"
445,2022,1,7,"HA, TM",2,1230,"1330",60,120,"Baldies","FM_LS_131","LS",131,"SHELTERWOOD","SHELTERWOOOD",2020,"CLOUDY","29.5",37.351688,105.302535,40,"ABCO","L",29,13.4,7.3,NA,20,"Y","N",3,3,"plot within untreated gully"
446,2022,1,7,"HA, TM",2,1230,"1330",60,120,"Baldies","FM_LS_131","LS",131,"SHELTERWOOD","SHELTERWOOOD",2020,"CLOUDY","29.5",37.351688,105.302535,41,"POTR","L",17,11,4.2,NA,20,"Y","Y",3,2,"plot within untreated gully"
447,2022,1,7,"HA, TM",2,1409,"1419",10,20,"Baldies","FM_LS_132","LS",132,"SHELTERWOOD","SHELTERWOOD/THIN FROM BELOW",2021,"OVERCAST","25.8",37.350481,-105.301326,1,"PIPO","L",13,6,4.6,NA,5,"N","N",5,4,"in skid road"
448,2022,1,7,"HA, TM",2,1409,"1419",10,20,"Baldies","FM_LS_132","LS",132,"SHELTERWOOD","SHELTERWOOD/THIN FROM BELOW",2021,"OVERCAST","25.8",37.350481,-105.301326,2,"PIPO","L",16,8.1,4.1,NA,5,"Y","N",5,4,"in skid road, beetle"
449,2022,1,7,"HA, TM",2,1409,"1419",10,20,"Baldies","FM_LS_132","LS",132,"SHELTERWOOD","SHELTERWOOD/THIN FROM BELOW",2021,"OVERCAST","25.8",37.350481,-105.301326,3,"PIPO","L",18,10,4.4,NA,10,"Y","N",5,4,"in skid road, mechanical damage"
450,2022,1,7,"HA, TM",2,1440,"1524",44,88,"Baldies","FM_LS_123","LS",123,"SHELTERWOOD","SHELTERWOOD/THIN FROM BELOW",2021,"OVERCAST","34.2",37.348828,-105.299938,1,"PSME","L",19,13,8.6,NA,50,"Y","N",2,2,""
451,2022,1,7,"HA, TM",2,1440,"1524",44,88,"Baldies","FM_LS_123","LS",123,"SHELTERWOOD","SHELTERWOOD/THIN FROM BELOW",2021,"OVERCAST","34.2",37.348828,-105.299938,2,"PSME","L",32,16.9,7.9,NA,40,"Y","Y",3,2,""
452,2022,1,7,"HA, TM",2,1440,"1524",44,88,"Baldies","FM_LS_123","LS",123,"SHELTERWOOD","SHELTERWOOD/THIN FROM BELOW",2021,"OVERCAST","34.2",37.348828,-105.299938,3,"PSME","D",17,9.2,NA,NA,NA,"Y","N",NA,NA,""
453,2022,1,7,"HA, TM",2,1440,"1524",44,88,"Baldies","FM_LS_123","LS",123,"SHELTERWOOD","SHELTERWOOD/THIN FROM BELOW",2021,"OVERCAST","34.2",37.348828,-105.299938,4,"PSME","L",28,16.8,8.5,NA,40,"Y","Y",3,2,""
454,2022,1,7,"HA, TM",2,1440,"1524",44,88,"Baldies","FM_LS_123","LS",123,"SHELTERWOOD","SHELTERWOOD/THIN FROM BELOW",2021,"OVERCAST","34.2",37.348828,-105.299938,5,"PSME","L",25,13.6,6.9,NA,50,"Y","N",3,2,""
455,2022,1,7,"HA, TM",2,1440,"1524",44,88,"Baldies","FM_LS_123","LS",123,"SHELTERWOOD","SHELTERWOOD/THIN FROM BELOW",2021,"OVERCAST","34.2",37.348828,-105.299938,6,"PSME","L",14,5.1,3.6,NA,80,"Y","N",1,3,""
456,2022,1,7,"HA, TM",2,1440,"1524",44,88,"Baldies","FM_LS_123","LS",123,"SHELTERWOOD","SHELTERWOOD/THIN FROM BELOW",2021,"OVERCAST","34.2",37.348828,-105.299938,7,"PSME","L",27,15,8.6,NA,70,"Y","Y",5,2,""
457,2022,1,7,"HA, TM",2,1440,"1524",44,88,"Baldies","FM_LS_123","LS",123,"SHELTERWOOD","SHELTERWOOD/THIN FROM BELOW",2021,"OVERCAST","34.2",37.348828,-105.299938,8,"PSME","L",27,13.9,8.4,NA,70,"Y","N",3,2,""
458,2022,1,7,"HA, TM",2,1440,"1524",44,88,"Baldies","FM_LS_123","LS",123,"SHELTERWOOD","SHELTERWOOD/THIN FROM BELOW",2021,"OVERCAST","34.2",37.348828,-105.299938,9,"PSME","D",11,8.8,NA,NA,NA,"Y","Y",NA,NA,""
459,2022,1,7,"HA, TM",2,1440,"1524",44,88,"Baldies","FM_LS_123","LS",123,"SHELTERWOOD","SHELTERWOOD/THIN FROM BELOW",2021,"OVERCAST","34.2",37.348828,-105.299938,10,"PSME","L",23,12.6,7.2,NA,20,"Y","N",4,2,""
460,2022,1,7,"HA, TM",2,1440,"1524",44,88,"Baldies","FM_LS_123","LS",123,"SHELTERWOOD","SHELTERWOOD/THIN FROM BELOW",2021,"OVERCAST","34.2",37.348828,-105.299938,11,"PSME","L",33,15.2,6.1,NA,30,"Y","Y",3,2,""
461,2022,1,7,"HA, TM",2,1440,"1524",44,88,"Baldies","FM_LS_123","LS",123,"SHELTERWOOD","SHELTERWOOD/THIN FROM BELOW",2021,"OVERCAST","34.2",37.348828,-105.299938,12,"PSME","L",19,17.8,8.8,NA,60,"Y","Y",3,2,""
462,2022,1,7,"HA, TM",2,1440,"1524",44,88,"Baldies","FM_LS_123","LS",123,"SHELTERWOOD","SHELTERWOOD/THIN FROM BELOW",2021,"OVERCAST","34.2",37.348828,-105.299938,13,"PSME","L",18,10,6.3,NA,40,"Y","Y",2,2,""
463,2022,1,7,"HA, TM",2,1440,"1524",44,88,"Baldies","FM_LS_123","LS",123,"SHELTERWOOD","SHELTERWOOD/THIN FROM BELOW",2021,"OVERCAST","34.2",37.348828,-105.299938,14,"PSME","L",17,11.2,3.9,NA,90,"Y","Y",3,2,""
464,2022,1,7,"HA, TM",2,1440,"1524",44,88,"Baldies","FM_LS_123","LS",123,"SHELTERWOOD","SHELTERWOOD/THIN FROM BELOW",2021,"OVERCAST","34.2",37.348828,-105.299938,15,"PSME","L",26,11.3,5.8,NA,10,"Y","Y",5,4,""
465,2022,1,7,"HA, TM",2,1440,"1524",44,88,"Baldies","FM_LS_123","LS",123,"SHELTERWOOD","SHELTERWOOD/THIN FROM BELOW",2021,"OVERCAST","34.2",37.348828,-105.299938,16,"PIPO","L",22,12.7,6.8,NA,10,"Y","Y",3,2,""
466,2022,1,7,"HA, TM",2,1440,"1524",44,88,"Baldies","FM_LS_123","LS",123,"SHELTERWOOD","SHELTERWOOD/THIN FROM BELOW",2021,"OVERCAST","34.2",37.348828,-105.299938,17,"PSME","L",22,11.4,5.9,NA,10,"Y","N",3,2,""
467,2022,1,7,"HA, TM",2,1440,"1524",44,88,"Baldies","FM_LS_123","LS",123,"SHELTERWOOD","SHELTERWOOD/THIN FROM BELOW",2021,"OVERCAST","34.2",37.348828,-105.299938,18,"ABCO","L",16,6.5,4.9,NA,60,"Y","Y",1,3,""
468,2022,1,7,"HA, TM",2,1440,"1524",44,88,"Baldies","FM_LS_123","LS",123,"SHELTERWOOD","SHELTERWOOD/THIN FROM BELOW",2021,"OVERCAST","34.2",37.348828,-105.299938,19,"PSME","D",20,12.4,NA,NA,NA,"Y","Y",NA,NA,""
469,2022,1,7,"HA, TM",2,1440,"1524",44,88,"Baldies","FM_LS_123","LS",123,"SHELTERWOOD","SHELTERWOOD/THIN FROM BELOW",2021,"OVERCAST","34.2",37.348828,-105.299938,20,"PSME","L",21,14.7,7.2,NA,50,"Y","Y",5,2,""
470,2022,1,7,"HA, TM",2,1440,"1524",44,88,"Baldies","FM_LS_123","LS",123,"SHELTERWOOD","SHELTERWOOD/THIN FROM BELOW",2021,"OVERCAST","34.2",37.348828,-105.299938,21,"PSME","D",16,12.3,NA,NA,NA,"Y","Y",NA,NA,""
471,2022,1,7,"HA, TM",2,1440,"1524",44,88,"Baldies","FM_LS_123","LS",123,"SHELTERWOOD","SHELTERWOOD/THIN FROM BELOW",2021,"OVERCAST","34.2",37.348828,-105.299938,22,"PSME","L",30,17.5,9.2,NA,40,"Y","Y",3,2,""
472,2022,1,7,"HA, TM",2,1440,"1524",44,88,"Baldies","FM_LS_123","LS",123,"SHELTERWOOD","SHELTERWOOD/THIN FROM BELOW",2021,"OVERCAST","34.2",37.348828,-105.299938,23,"PSME","D",20,13.3,NA,NA,NA,"Y","Y",NA,NA,""
473,2022,1,7,"HA, TM",2,1440,"1524",44,88,"Baldies","FM_LS_123","LS",123,"SHELTERWOOD","SHELTERWOOD/THIN FROM BELOW",2021,"OVERCAST","34.2",37.348828,-105.299938,24,"PSME","D",17,11.1,NA,NA,NA,"Y","Y",NA,NA,""
474,2022,1,7,"HA, TM",2,1440,"1524",44,88,"Baldies","FM_LS_123","LS",123,"SHELTERWOOD","SHELTERWOOD/THIN FROM BELOW",2021,"OVERCAST","34.2",37.348828,-105.299938,25,"PSME","D",11,6.6,NA,NA,NA,"Y","Y",NA,NA,""
475,2022,1,7,"HA, TM",2,1440,"1524",44,88,"Baldies","FM_LS_123","LS",123,"SHELTERWOOD","SHELTERWOOD/THIN FROM BELOW",2021,"OVERCAST","34.2",37.348828,-105.299938,26,"PSME","L",25,13.8,7.1,NA,20,"Y","N",3,2,""
476,2022,1,7,"HA, TM",2,1440,"1524",44,88,"Baldies","FM_LS_123","LS",123,"SHELTERWOOD","SHELTERWOOD/THIN FROM BELOW",2021,"OVERCAST","34.2",37.348828,-105.299938,27,"PSME","L",24,15.4,6.8,NA,80,"Y","Y",3,2,""
477,2022,1,7,"HA, TM",2,1440,"1524",44,88,"Baldies","FM_LS_123","LS",123,"SHELTERWOOD","SHELTERWOOD/THIN FROM BELOW",2021,"OVERCAST","34.2",37.348828,-105.299938,28,"ABCO","L",33,12.5,7.8,NA,10,"Y","Y",4,3,""
478,2022,1,7,"HA, TM",2,1440,"1524",44,88,"Baldies","FM_LS_123","LS",123,"SHELTERWOOD","SHELTERWOOD/THIN FROM BELOW",2021,"OVERCAST","34.2",37.348828,-105.299938,29,"PSME","L",11,5.6,2.9,NA,95,"Y","N",3,3,""
479,2022,1,7,"HA, TM",2,1440,"1524",44,88,"Baldies","FM_LS_123","LS",123,"SHELTERWOOD","SHELTERWOOD/THIN FROM BELOW",2021,"OVERCAST","34.2",37.348828,-105.299938,30,"PSME","D",19,12.6,NA,NA,NA,"Y","Y",NA,NA,""
480,2022,1,7,"HA, TM",2,1440,"1524",44,88,"Baldies","FM_LS_123","LS",123,"SHELTERWOOD","SHELTERWOOD/THIN FROM BELOW",2021,"OVERCAST","34.2",37.348828,-105.299938,31,"PSME","L",35,19.4,13.6,NA,10,"Y","Y",5,2,""
481,2022,17,6,"GT, SA, TM",3,1010,"1028",18,54,"Lakehouse","FM_BA_63","BA",63,"THIN FROM BELOW","thin from below, retain healthy Ponderosa Pine and Douglas Fir. Remove all White Fir and MistletoE",2019,"clear","10.8",37.521181,105.40527,1,"PSME","L",55.8,20.8,14.8,71.15384615,0,"N","N",5,4,"WEBBING ON TRUNK"
482,2022,17,6,"GT, SA, TM",3,1010,"1028",18,54,"Lakehouse","FM_BA_63","BA",63,"THIN FROM BELOW","thin from below, retain healthy Ponderosa Pine and Douglas Fir. Remove all White Fir and MistletoE",2019,"clear","10.8",37.521181,105.40527,2,"PIPO","L",42.3,18.8,9.8,52.12765957,10,"N","N",5,4,""
483,2022,17,6,"GT, SA, TM",3,1010,"1028",18,54,"Lakehouse","FM_BA_63","BA",63,"THIN FROM BELOW","thin from below, retain healthy Ponderosa Pine and Douglas Fir. Remove all White Fir and MistletoE",2019,"clear","10.8",37.521181,105.40527,3,"PSME","L",29.9,17.9,8.3,46.36871508,0,"N","N",5,4,"WEBBING ON TRUNK"
484,2022,17,6,"GT, SA, TM",3,1010,"1028",18,54,"Lakehouse","FM_BA_63","BA",63,"THIN FROM BELOW","thin from below, retain healthy Ponderosa Pine and Douglas Fir. Remove all White Fir and MistletoE",2019,"clear","10.8",37.521181,105.40527,4,"PSME","L",34.2,14.9,8.3,55.70469799,0,"Y","N",5,4,"WEBBING ON TRUNK"
485,2022,17,6,"GT, SA, TM",3,1010,"1028",18,54,"Lakehouse","FM_BA_63","BA",63,"THIN FROM BELOW","thin from below, retain healthy Ponderosa Pine and Douglas Fir. Remove all White Fir and MistletoE",2019,"clear","10.8",37.521181,105.40527,5,"PIPO","L",39.8,18.8,14,74.46808511,0,"N","N",5,2,""
486,2022,17,6,"GT, SA, TM",3,1010,"1028",18,54,"Lakehouse","FM_BA_63","BA",63,"THIN FROM BELOW","thin from below, retain healthy Ponderosa Pine and Douglas Fir. Remove all White Fir and MistletoE",2019,"clear","10.8",37.521181,105.40527,6,"PSME","L",42,16.4,9.5,57.92682927,0,"N","N",5,4,"WEBBING ON TRUNK"
487,2022,17,6,"GT, SA, TM",3,1010,"1028",18,54,"Lakehouse","FM_BA_63","BA",63,"THIN FROM BELOW","thin from below, retain healthy Ponderosa Pine and Douglas Fir. Remove all White Fir and MistletoE",2019,"clear","10.8",37.521181,105.40527,7,"PSME","L",33.5,18.5,10.6,57.2972973,5,"N","N",4,2,"WEBBING ON TRUNK"
488,2022,17,6,"GT, SA, TM",3,1040,"1059",19,57,"Lakehouse","FM_BA_58","BA",58,"THIN FROM BELOW","THIN FROM BELOW. RETAIN HEALTHY PIPO AND PSME. REMOVE ALL ABCO AND MISTLETOE",2019,"SUNNY","1",37.521274,105.401659,1,"PIPO","L",34,16.2,7.1,43.8,0,"Y","N",5,4,""
489,2022,17,6,"GT, SA, TM",3,1040,"1059",19,57,"Lakehouse","FM_BA_58","BA",58,"THIN FROM BELOW","THIN FROM BELOW. RETAIN HEALTHY PIPO AND PSME. REMOVE ALL ABCO AND MISTLETOE",2019,"SUNNY","1",37.521274,105.401659,2,"PIPO","L",33,12.6,6.4,50.8,0,"Y","N",5,4,"WEBS ON TRUNK"
490,2022,17,6,"GT, SA, TM",3,1040,"1059",19,57,"Lakehouse","FM_BA_58","BA",58,"THIN FROM BELOW","THIN FROM BELOW. RETAIN HEALTHY PIPO AND PSME. REMOVE ALL ABCO AND MISTLETOE",2019,"SUNNY","1",37.521274,105.401659,3,"PIPO","D",17,6.2,NA,NA,NA,"N","N",NA,NA,""
491,2022,17,6,"GT, SA, TM",3,1040,"1059",19,57,"Lakehouse","FM_BA_58","BA",58,"THIN FROM BELOW","THIN FROM BELOW. RETAIN HEALTHY PIPO AND PSME. REMOVE ALL ABCO AND MISTLETOE",2019,"SUNNY","1",37.521274,105.401659,4,"PIPO","L",33,14.2,5.6,39.4,0,"N","N",5,4,""
492,2022,17,6,"GT, SA, TM",3,1040,"1059",19,57,"Lakehouse","FM_BA_58","BA",58,"THIN FROM BELOW","THIN FROM BELOW. RETAIN HEALTHY PIPO AND PSME. REMOVE ALL ABCO AND MISTLETOE",2019,"SUNNY","1",37.521274,105.401659,5,"PIPO","L",39,15.8,7.1,44.9,0,"Y","N",5,4,""
493,2022,17,6,"GT, SA, TM",3,1040,"1059",19,57,"Lakehouse","FM_BA_58","BA",58,"THIN FROM BELOW","THIN FROM BELOW. RETAIN HEALTHY PIPO AND PSME. REMOVE ALL ABCO AND MISTLETOE",2019,"SUNNY","1",37.521274,105.401659,6,"PIPO","L",20,11.4,5.9,51.8,0,"Y","Y",5,4,""
494,2022,17,6,"GT, SA, TM",3,1040,"1059",19,57,"Lakehouse","FM_BA_58","BA",58,"THIN FROM BELOW","THIN FROM BELOW. RETAIN HEALTHY PIPO AND PSME. REMOVE ALL ABCO AND MISTLETOE",2019,"SUNNY","1",37.521274,105.401659,7,"PIPO","L",28,13.6,6.5,47.8,0,"N","N",5,2,""
495,2022,17,6,"GT, SA, TM",3,1040,"1059",19,57,"Lakehouse","FM_BA_58","BA",58,"THIN FROM BELOW","THIN FROM BELOW. RETAIN HEALTHY PIPO AND PSME. REMOVE ALL ABCO AND MISTLETOE",2019,"SUNNY","1",37.521274,105.401659,8,"PIPO","L",26,11.9,5,42,0,"N","N",5,4,"WEBS ON TRUNK"
496,2022,17,6,"GT, SA, TM",3,1040,"1059",19,57,"Lakehouse","FM_BA_58","BA",58,"THIN FROM BELOW","THIN FROM BELOW. RETAIN HEALTHY PIPO AND PSME. REMOVE ALL ABCO AND MISTLETOE",2019,"SUNNY","1",37.521274,105.401659,9,"PIPO","L",35,14.9,8.5,57,0,"Y","N",5,4,""
497,2022,17,6,"GT, SA, TM",3,1040,"1059",19,57,"Lakehouse","FM_BA_58","BA",58,"THIN FROM BELOW","THIN FROM BELOW. RETAIN HEALTHY PIPO AND PSME. REMOVE ALL ABCO AND MISTLETOE",2019,"SUNNY","1",37.521274,105.401659,10,"PIPO","L",45,15.4,9.2,59.7,0,"Y","N",5,2,""
498,2022,17,6,"GT, SA, TM",3,1040,"1059",19,57,"Lakehouse","FM_BA_58","BA",58,"THIN FROM BELOW","THIN FROM BELOW. RETAIN HEALTHY PIPO AND PSME. REMOVE ALL ABCO AND MISTLETOE",2019,"SUNNY","1",37.521274,105.401659,11,"PIPO","L",32,14.7,5.1,34.7,0,"Y","N",5,2,"WEBS ON TRUNK"
499,2022,17,6,"GT, SA, TM",3,1040,"1059",19,57,"Lakehouse","FM_BA_58","BA",58,"THIN FROM BELOW","THIN FROM BELOW. RETAIN HEALTHY PIPO AND PSME. REMOVE ALL ABCO AND MISTLETOE",2019,"SUNNY","1",37.521274,105.401659,12,"PIPO","L",38,14.8,9.6,64.9,0,"N","N",5,2,"WEBS ON TRUNK"
500,2022,17,6,"GT, SA, TM",3,1111,"1130",19,57,"Lakehouse","FM_BA_55","BA",55,"THIN FROM BELOW","THIN FROM BELOW",2019,"SUNNY","8.2",37.522019,105.398739,1,"PSME","L",17,8.2,3.4,41.5,0,"N","N",5,4,""
501,2022,17,6,"GT, SA, TM",3,1111,"1130",19,57,"Lakehouse","FM_BA_55","BA",55,"THIN FROM BELOW","THIN FROM BELOW",2019,"SUNNY","8.2",37.522019,105.398739,2,"PSME","L",30,12.4,8.5,68.5,0,"Y","N",5,4,""
502,2022,17,6,"GT, SA, TM",3,1111,"1130",19,57,"Lakehouse","FM_BA_55","BA",55,"THIN FROM BELOW","THIN FROM BELOW",2019,"SUNNY","8.2",37.522019,105.398739,3,"PSME","L",35,15.9,10.9,68.6,0,"N","N",5,4,""
503,2022,17,6,"GT, SA, TM",3,1111,"1130",19,57,"Lakehouse","FM_BA_55","BA",55,"THIN FROM BELOW","THIN FROM BELOW",2019,"SUNNY","8.2",37.522019,105.398739,4,"PSME","L",32,13.2,8.7,65.9,0,"Y","N",5,4,""
504,2022,17,6,"GT, SA, TM",3,1111,"1130",19,57,"Lakehouse","FM_BA_55","BA",55,"THIN FROM BELOW","THIN FROM BELOW",2019,"SUNNY","8.2",37.522019,105.398739,5,"PSME","L",25,12.4,6.4,51.6,0,"Y","N",5,4,""
505,2022,17,6,"GT, SA, TM",3,1111,"1130",19,57,"Lakehouse","FM_BA_55","BA",55,"THIN FROM BELOW","THIN FROM BELOW",2019,"SUNNY","8.2",37.522019,105.398739,6,"PSME","L",26,12.8,8.1,63.3,0,"N","N",5,4,""
506,2022,17,6,"GT, SA, TM",3,1111,"1130",19,57,"Lakehouse","FM_BA_55","BA",55,"THIN FROM BELOW","THIN FROM BELOW",2019,"SUNNY","8.2",37.522019,105.398739,7,"PSME","L",30,13.3,6,45.1,0,"N","N",5,4,""
507,2022,17,6,"GT, SA, TM",3,1111,"1130",19,57,"Lakehouse","FM_BA_55","BA",55,"THIN FROM BELOW","THIN FROM BELOW",2019,"SUNNY","8.2",37.522019,105.398739,8,"PSME","L",31,12.4,8.3,66.9,0,"N","N",5,4,""
508,2022,17,6,"GT, SA, TM",3,1111,"1130",19,57,"Lakehouse","FM_BA_55","BA",55,"THIN FROM BELOW","THIN FROM BELOW",2019,"SUNNY","8.2",37.522019,105.398739,9,"PSME","L",32,14.1,7,49.6,0,"N","N",5,4,""
509,2022,17,6,"GT, SA, TM",3,1111,"1130",19,57,"Lakehouse","FM_BA_55","BA",55,"THIN FROM BELOW","THIN FROM BELOW",2019,"SUNNY","8.2",37.522019,105.398739,10,"PSME","L",20,10.1,6.1,60.4,0,"Y","N",5,4,""
510,2022,17,6,"GT, SA, TM",3,1111,"1130",19,57,"Lakehouse","FM_BA_55","BA",55,"THIN FROM BELOW","THIN FROM BELOW",2019,"SUNNY","8.2",37.522019,105.398739,11,"PSME","L",20,10.7,2.8,26.2,0,"N","N",5,4,""
511,2022,17,6,"GT, SA, TM",3,1111,"1130",19,57,"Lakehouse","FM_BA_55","BA",55,"THIN FROM BELOW","THIN FROM BELOW",2019,"SUNNY","8.2",37.522019,105.398739,12,"PSME","L",27,13.3,5,37.6,0,"N","N",5,4,""
512,2022,17,6,"GT, SA, TM",3,1111,"1130",19,57,"Lakehouse","FM_BA_55","BA",55,"THIN FROM BELOW","THIN FROM BELOW",2019,"SUNNY","8.2",37.522019,105.398739,13,"PSME","L",25,9.8,6.8,69.4,0,"N","N",5,4,""
513,2022,17,6,"GT, SA, TM",3,1111,"1130",19,57,"Lakehouse","FM_BA_55","BA",55,"THIN FROM BELOW","THIN FROM BELOW",2019,"SUNNY","8.2",37.522019,105.398739,14,"PSME","L",40,16.4,8.7,53,5,"Y","N",5,4,"VERTICAL GASH IN BARK"
514,2022,17,6,"GT, SA, TM",3,1111,"1130",19,57,"Lakehouse","FM_BA_55","BA",55,"THIN FROM BELOW","THIN FROM BELOW",2019,"SUNNY","8.2",37.522019,105.398739,15,"PSME","L",33,15.3,8.9,58.2,0,"Y","N",5,4,""
515,2022,17,6,"GT, SA, TM",3,1319,".",NA,NA,"Lakehouse","FM_BATCH_59","BATCH",59,"THIN FROM BELOW","thin from below.  retain healthy Ponderosa Pine and Douglas Fir.  Remove all White Fir and Mistletoe",2019,"cloudy","16.9",37.524323,105.402533,1,"PIPO","L",36,14,7.8,55.71428571,0,"N","N",4,2,""
516,2022,17,6,"GT, SA, TM",3,1319,".",NA,NA,"Lakehouse","FM_BATCH_59","BATCH",59,"THIN FROM BELOW","thin from below.  retain healthy Ponderosa Pine and Douglas Fir.  Remove all White Fir and Mistletoe",2019,"cloudy","16.9",37.524323,105.402533,2,"PIPO","L",39.5,13.2,8.9,67.42424242,0,"Y","N",5,2,""
517,2022,17,6,"GT, SA, TM",3,1319,".",NA,NA,"Lakehouse","FM_BATCH_59","BATCH",59,"THIN FROM BELOW","thin from below.  retain healthy Ponderosa Pine and Douglas Fir.  Remove all White Fir and Mistletoe",2019,"cloudy","16.9",37.524323,105.402533,3,"PIPO","L",23.6,9.2,7.2,78.26086957,0,"N","N",5,4,""
518,2022,17,6,"GT, SA, TM",3,1319,".",NA,NA,"Lakehouse","FM_BATCH_59","BATCH",59,"THIN FROM BELOW","thin from below.  retain healthy Ponderosa Pine and Douglas Fir.  Remove all White Fir and Mistletoe",2019,"cloudy","16.9",37.524323,105.402533,4,"PIPO","L",47.1,14.2,10.2,71.83098592,0,"N","N",5,4,""
519,2022,17,6,"GT, SA, TM",3,1319,".",NA,NA,"Lakehouse","FM_BATCH_59","BATCH",59,"THIN FROM BELOW","thin from below.  retain healthy Ponderosa Pine and Douglas Fir.  Remove all White Fir and Mistletoe",2019,"cloudy","16.9",37.524323,105.402533,5,"PIPO","L",46.1,17.2,10.2,59.30232558,0,"Y","N",5,2,""
520,2022,17,6,"GT, SA, TM",3,1319,".",NA,NA,"Lakehouse","FM_BATCH_59","BATCH",59,"THIN FROM BELOW","thin from below.  retain healthy Ponderosa Pine and Douglas Fir.  Remove all White Fir and Mistletoe",2019,"cloudy","16.9",37.524323,105.402533,6,"PIPO","L",33.1,12.6,5.4,42.85714286,0,"N","N",4,2,""
521,2022,17,6,"GT, SA, TM",3,1319,".",NA,NA,"Lakehouse","FM_BATCH_59","BATCH",59,"THIN FROM BELOW","thin from below.  retain healthy Ponderosa Pine and Douglas Fir.  Remove all White Fir and Mistletoe",2019,"cloudy","16.9",37.524323,105.402533,7,"PIPO","L",31.8,11.6,8.2,70.68965517,0,"Y","N",5,4,""
